"SITECODE","SYEAR","PLOTPID","SDATE","PEDATE","LANDUSE","SLOPE","ASPECT","SLOPEFORM","NVCCLASS"
"T08",2008,370,20-AUG-08,20-AUG-08,"",,,"",""
"T11",2008,907,23-AUG-08,23-AUG-08,"15",15,220,"3","H21a"
"T11",2008,908,23-AUG-08,23-AUG-08,"15",15,95,"3","H21a"
"T11",2008,917,26-AUG-08,26-AUG-08,"16",35,18,"2","U4e"
"T11",2008,918,26-AUG-08,26-AUG-08,"16",25,336,"3","U4e"
"T03",2008,75,04-SEP-08,,"",,,"",""
"T12",2008,74,04-SEP-08,04-SEP-08,"15",,,"",""
"T03",2008,74,04-SEP-08,,"",,,"",""
"T03",2008,281,04-SEP-08,,"",,,"",""
"T03",2008,271,04-SEP-08,,"",,,"",""
"T03",2008,239,04-SEP-08,,"",,,"",""
"T03",2008,57,04-SEP-08,,"",,,"",""
"T12",2008,41,04-SEP-08,04-SEP-08,"15",,,"",""
"T12",2008,245,05-SEP-08,05-SEP-08,"15",,,"",""
"T02",2008,439,05-SEP-08,05-SEP-08,"18",5,84,"1",""
"T12",2008,269,05-SEP-08,05-SEP-08,"19",,,"",""
"T02",2008,443,05-SEP-08,05-SEP-08,"15",15,161,"2",""
"T12",2008,92,05-SEP-08,05-SEP-08,"15",,,"",""
"T12",2008,321,05-SEP-08,05-SEP-08,"19",,,"",""
"T12",2008,331,05-SEP-08,05-SEP-08,"19",,,"",""
"T02",2008,441,05-SEP-08,05-SEP-08,"18",6,170,"2",""
"T02",2008,434,05-SEP-08,05-SEP-08,"15",13,170,"2",""
"T12",2008,335,06-SEP-08,06-SEP-08,"19",,,"",""
"T12",2008,349,06-SEP-08,06-SEP-08,"19",,,"",""
"T12",2008,134,06-SEP-08,06-SEP-08,"15",,,"",""
"T12",2008,149,06-SEP-08,06-SEP-08,"15",,,"",""
"T12",2008,2,06-SEP-08,06-SEP-08,"12",,,"",""
"T12",2008,7,07-SEP-08,07-SEP-08,"12",,,"",""
"T11",2008,912,10-SEP-08,10-SEP-08,"18",0,,"2","M17a"
"T11",2008,911,10-SEP-08,10-SEP-08,"18",0,,"2","M17a"
"T11",2008,903,12-SEP-08,12-SEP-08,"15",5,260,"2","H15"
"T11",2008,904,12-SEP-08,12-SEP-08,"15",25,255,"2","H15"
"T02",2008,437,15-SEP-08,15-SEP-08,"3",25,180,"1",""
"T02",2008,436,15-SEP-08,15-SEP-08,"15",16,280,"2",""
"T02",2008,435,15-SEP-08,15-SEP-08,"15",20,280,"2",""
"T02",2008,442,15-SEP-08,15-SEP-08,"18",7,330,"2",""
"T02",2008,440,15-SEP-08,15-SEP-08,"2",5,63,"2",""
"T02",2008,428,22-SEP-08,22-SEP-08,"2",12,285,"2",""
"T02",2008,396,22-SEP-08,22-SEP-08,"2",16,114,"2",""
"T02",2008,384,22-SEP-08,22-SEP-08,"2",13,300,"2",""
"T02",2008,438,22-SEP-08,22-SEP-08,"3",14,302,"2",""
"T03",2008,311,24-SEP-08,,"",,,"",""
"T03",2008,294,24-SEP-08,,"",,,"",""
"T03",2008,198,24-SEP-08,,"",,,"",""
"T03",2008,179,24-SEP-08,,"",,,"",""
"T04",2009,800,15-JUN-09,15-JUN-09,"",,,"",""
"T04",2009,509,15-JUN-09,15-JUN-09,"",,,"",""
"T04",2009,507,15-JUN-09,15-JUN-09,"",,,"",""
"T04",2009,206,15-JUN-09,15-JUN-09,"",,,"",""
"T04",2009,226,15-JUN-09,15-JUN-09,"",,,"",""
"T04",2009,371,16-JUN-09,16-JUN-09,"",,,"",""
"T04",2009,411,16-JUN-09,16-JUN-09,"",,,"",""
"T04",2009,444,16-JUN-09,16-JUN-09,"",,,"",""
"T04",2009,449,16-JUN-09,16-JUN-09,"",,,"",""
"T04",2009,450,16-JUN-09,16-JUN-09,"",,,"",""
"T04",2009,500,18-JUN-09,18-JUN-09,"",,,"",""
"T04",2009,19,18-JUN-09,18-JUN-09,"",,,"",""
"T04",2009,71,18-JUN-09,18-JUN-09,"",,,"",""
"T04",2009,78,18-JUN-09,18-JUN-09,"",,,"",""
"T04",2009,502,18-JUN-09,18-JUN-09,"",,,"",""
"T04",2009,1,19-JUN-09,19-JUN-09,"",,,"",""
"T04",2009,501,19-JUN-09,19-JUN-09,"",,,"",""
"T04",2009,61,19-JUN-09,19-JUN-09,"",,,"",""
"T04",2009,13,19-JUN-09,19-JUN-09,"",,,"",""
"T08",2009,422,30-JUN-09,30-JUN-09,"",,,"",""
"T08",2009,423,30-JUN-09,30-JUN-09,"",,,"",""
"T03",2009,31,01-JUL-09,,"",,,"",""
"T03",2009,52,01-JUL-09,,"",,,"",""
"T03",2009,277,01-JUL-09,,"",,,"",""
"T03",2009,237,01-JUL-09,,"",,,"",""
"T03",2009,204,01-JUL-09,,"",,,"",""
"T03",2009,203,01-JUL-09,,"",,,"",""
"T08",2009,401,03-JUL-09,03-JUL-09,"",,,"",""
"T08",2009,239,08-JUL-09,08-JUL-09,"",,,"",""
"T08",2009,194,08-JUL-09,08-JUL-09,"",,,"",""
"T03",2009,370,08-JUL-09,,"",,,"",""
"T08",2009,61,08-JUL-09,08-JUL-09,"",,,"",""
"T03",2009,333,08-JUL-09,,"",,,"",""
"T03",2009,331,08-JUL-09,,"",,,"",""
"T07",2009,277,09-JUL-09,09-JUL-09,"16",3,284,"2",""
"T07",2009,278,09-JUL-09,09-JUL-09,"16",9,324,"2",""
"T07",2009,308,09-JUL-09,09-JUL-09,"16",10,282,"2",""
"T07",2009,59,10-JUL-09,10-JUL-09,"",,,"",""
"T07",2009,436,10-JUL-09,10-JUL-09,"16",4,0,"2",""
"T07",2009,47,10-JUL-09,10-JUL-09,"16",18,117,"3",""
"T08",2009,32,13-JUL-09,13-JUL-09,"",,,"",""
"T07",2009,151,13-JUL-09,13-JUL-09,"16",11,178,"1",""
"T07",2009,6,13-JUL-09,13-JUL-09,"15",6,127,"2",""
"T07",2009,1,13-JUL-09,13-JUL-09,"15",3,142,"2",""
"T08",2009,173,13-JUL-09,13-JUL-09,"",,,"",""
"T05",2009,343,13-JUL-09,13-JUL-09,"",,,"",""
"T08",2009,168,13-JUL-09,13-JUL-09,"",,,"",""
"T07",2009,30,13-JUL-09,13-JUL-09,"15",4,255,"2",""
"T08",2009,72,13-JUL-09,13-JUL-09,"",,,"",""
"T05",2009,344,14-JUL-09,14-JUL-09,"",,,"",""
"T07",2009,451,15-JUL-09,15-JUL-09,"16",32,278,"2",""
"T05",2009,118,15-JUL-09,15-JUL-09,"",,,"",""
"T05",2009,51,15-JUL-09,15-JUL-09,"",,,"",""
"T05",2009,256,15-JUL-09,,"",,,"",""
"T08",2009,416,15-JUL-09,15-JUL-09,"",,,"",""
"T05",2009,329,16-JUL-09,16-JUL-09,"",,,"",""
"T05",2009,323,16-JUL-09,16-JUL-09,"",,,"",""
"T05",2009,336,16-JUL-09,16-JUL-09,"",,,"",""
"T05",2009,318,16-JUL-09,16-JUL-09,"",,,"",""
"T05",2009,332,16-JUL-09,16-JUL-09,"",,,"",""
"T05",2009,334,23-JUL-09,16-JUL-09,"",,,"",""
"T08",2009,327,28-JUL-09,28-JUL-09,"",,,"",""
"T08",2009,420,28-JUL-09,28-JUL-09,"",,,"",""
"T08",2009,421,28-JUL-09,28-JUL-09,"",,,"",""
"T04",2009,251,30-JUL-09,30-JUL-09,"",,,"",""
"T04",2009,247,30-JUL-09,30-JUL-09,"",,,"",""
"T04",2009,611,30-JUL-09,30-JUL-09,"",,,"",""
"T04",2009,254,30-JUL-09,30-JUL-09,"",,,"",""
"T05",2006,21,23-AUG-09,23-AUG-06,"",,,"",""
"T02",2009,434,28-AUG-09,28-AUG-09,"15",13,170,"2",""
"T02",2009,439,28-AUG-09,28-AUG-09,"18",5,84,"1",""
"T02",2009,443,28-AUG-09,28-AUG-09,"15",15,161,"2",""
"T02",2009,441,28-AUG-09,28-AUG-09,"18",6,170,"2",""
"T02",2009,440,07-SEP-09,07-SEP-09,"2",5,63,"2",""
"T02",2009,442,07-SEP-09,07-SEP-09,"18",7,330,"2",""
"T02",2009,437,07-SEP-09,07-SEP-09,"3",25,180,"1",""
"T02",2009,436,07-SEP-09,07-SEP-09,"15",16,280,"2",""
"T02",2009,435,07-SEP-09,07-SEP-09,"15",20,280,"2",""
"T02",2009,438,09-SEP-09,09-SEP-09,"3",14,302,"2",""
"T02",2009,428,09-SEP-09,09-SEP-09,"2",12,285,"2",""
"T02",2009,424,09-SEP-09,09-SEP-09,"15",15,293,"1",""
"T02",2009,396,09-SEP-09,09-SEP-09,"2",16,114,"2",""
"T02",2009,384,09-SEP-09,09-SEP-09,"2",13,300,"2",""
"T11",2009,913,10-SEP-09,10-SEP-09,"16",10,315,"1","U5a"
"T11",2009,914,14-SEP-09,14-SEP-09,"16",10,315,"1","U5a"
"T03",2009,281,16-SEP-09,,"",,,"",""
"T03",2009,294,16-SEP-09,,"",,,"",""
"T03",2009,243,16-SEP-09,,"",,,"",""
"T11",2009,901,18-SEP-09,18-SEP-09,"16",15,200,"3","CG10a"
"T11",2009,902,18-SEP-09,18-SEP-09,"16",15,200,"3","CG10a"
"T11",2009,916,18-SEP-09,18-SEP-09,"18",5,116,"2","M6"
"T04",2010,500,20-JUN-10,20-JUN-10,"",,,"",""
"T08",2010,422,21-JUN-10,21-JUN-10,"",,,"",""
"T08",2010,72,22-JUN-10,22-JUN-10,"",,,"",""
"T08",2010,327,22-JUN-10,22-JUN-10,"",,,"",""
"T08",2010,32,22-JUN-10,22-JUN-10,"",,,"",""
"T08",2010,239,23-JUN-10,23-JUN-10,"",,,"",""
"T08",2010,61,25-JUN-10,25-JUN-10,"",,,"",""
"T08",2010,416,25-JUN-10,25-JUN-10,"",,,"",""
"T08",2010,168,25-JUN-10,25-JUN-10,"",,,"",""
"T08",2010,194,29-JUN-10,29-JUN-10,"",,,"",""
"T08",2010,173,29-JUN-10,29-JUN-10,"",,,"",""
"T04",2010,800,29-JUN-10,,"",,,"",""
"T04",2010,507,29-JUN-10,,"",,,"",""
"T04",2010,509,29-JUN-10,,"",,,"",""
"T04",2010,226,29-JUN-10,29-JUN-10,"",,,"",""
"T04",2010,206,29-JUN-10,29-JUN-10,"",,,"",""
"T04",2010,502,30-JUN-10,30-JUN-10,"",,,"",""
"T04",2010,78,30-JUN-10,30-JUN-10,"",,,"",""
"T04",2010,19,30-JUN-10,,"",,,"",""
"T04",2010,71,01-JUL-10,,"",,,"",""
"T04",2010,501,01-JUL-10,,"",,,"",""
"T04",2010,21,01-JUL-10,,"",,,"",""
"T04",2010,13,01-JUL-10,01-JUL-10,"",,,"",""
"T04",2010,1,01-JUL-10,01-JUL-10,"",,,"",""
"T04",2010,61,01-JUL-10,,"",,,"",""
"T04",2010,371,02-JUL-10,,"",,,"",""
"T04",2010,450,02-JUL-10,,"",,,"",""
"T04",2010,449,02-JUL-10,,"",,,"",""
"T04",2010,444,02-JUL-10,,"",,,"",""
"T04",2010,411,02-JUL-10,02-JUL-10,"",,,"",""
"T07",2010,6,13-JUL-10,13-JUL-10,"15",6,127,"2",""
"T07",2010,30,13-JUL-10,13-JUL-10,"15",4,255,"2",""
"T07",2010,151,13-JUL-10,13-JUL-10,"16",11,178,"1",""
"T08",2010,423,13-JUL-10,13-JUL-10,"",,,"",""
"T07",2010,1,13-JUL-10,13-JUL-10,"15",3,142,"2",""
"T08",2010,401,14-JUL-10,14-JUL-10,"",,,"",""
"T05",2010,323,15-JUL-10,,"",,,"",""
"T05",2010,332,15-JUL-10,,"",,,"",""
"T05",2010,334,15-JUL-10,,"",,,"",""
"T05",2010,336,15-JUL-10,,"",,,"",""
"T05",2010,318,15-JUL-10,,"",,,"",""
"T05",2010,329,15-JUL-10,,"",,,"",""
"T05",2010,343,16-JUL-10,,"",,,"",""
"T05",2010,344,16-JUL-10,,"",,,"",""
"T07",2010,278,19-JUL-10,19-JUL-10,"16",9,324,"2",""
"T07",2010,277,19-JUL-10,19-JUL-10,"16",3,284,"2",""
"T07",2010,308,19-JUL-10,19-JUL-10,"16",10,282,"2",""
"T07",2010,47,20-JUL-10,20-JUL-10,"16",18,117,"3",""
"T07",2010,59,20-JUL-10,20-JUL-10,"16",22,120,"3",""
"T07",2010,436,20-JUL-10,20-JUL-10,"16",4,0,"2",""
"T03",2010,243,21-JUL-10,,"",,,"",""
"T03",2010,281,21-JUL-10,,"",,,"",""
"T03",2010,31,21-JUL-10,,"",,,"",""
"T03",2010,203,21-JUL-10,,"",,,"",""
"T03",2010,331,21-JUL-10,,"",,,"",""
"T03",2010,277,21-JUL-10,,"",,,"",""
"T03",2010,237,21-JUL-10,,"",,,"",""
"T07",2010,451,21-JUL-10,21-JUL-10,"16",32,278,"2",""
"T03",2010,204,21-JUL-10,,"",,,"",""
"T04",2010,611,23-JUL-10,23-JUL-10,"",,,"",""
"T11",2010,913,23-JUL-10,23-JUL-10,"16",10,315,"1","U5a"
"T11",2010,914,23-JUL-10,23-JUL-10,"16",10,315,"1","U5a"
"T04",2010,254,23-JUL-10,23-JUL-10,"",,,"",""
"T04",2010,251,23-JUL-10,23-JUL-10,"",,,"",""
"T04",2010,247,23-JUL-10,23-JUL-10,"",,,"",""
"T03",2011,204,26-JUL-10,,"",,,"",""
"T03",2011,370,26-JUL-10,,"",,,"",""
"T03",2011,333,26-JUL-10,,"",,,"",""
"T03",2011,331,26-JUL-10,,"",,,"",""
"T03",2011,281,26-JUL-10,,"",,,"",""
"T03",2011,277,26-JUL-10,,"",,,"",""
"T03",2011,243,26-JUL-10,,"",,,"",""
"T03",2011,237,26-JUL-10,,"",,,"",""
"T03",2011,203,26-JUL-10,,"",,,"",""
"T03",2011,52,26-JUL-10,,"",,,"",""
"T03",2011,31,26-JUL-10,,"",,,"",""
"T05",2010,256,27-JUL-10,,"",,,"",""
"T05",2010,118,27-JUL-10,,"",,,"",""
"T05",2010,51,27-JUL-10,,"",,,"",""
"T11",2010,901,29-JUL-10,29-JUL-10,"16",15,200,"3","CG10a"
"T11",2010,902,02-AUG-10,02-AUG-10,"16",15,200,"3","CG10a"
"T11",2010,916,02-AUG-10,02-AUG-10,"18",5,116,"2","M6"
"T08",2010,421,03-AUG-10,03-AUG-10,"",,,"",""
"T08",2010,420,03-AUG-10,03-AUG-10,"",,,"",""
"T02",2010,443,30-AUG-10,30-AUG-10,"15",15,161,"2",""
"T02",2010,439,30-AUG-10,30-AUG-10,"18",5,84,"1",""
"T02",2010,435,10-SEP-10,10-SEP-10,"15",20,280,"2",""
"T02",2010,436,10-SEP-10,10-SEP-10,"15",16,280,"2",""
"T02",2010,437,10-SEP-10,10-SEP-10,"3",25,180,"1",""
"T02",2010,442,10-SEP-10,10-SEP-10,"18",7,330,"2",""
"T02",2010,440,10-SEP-10,10-SEP-10,"2",5,63,"2",""
"T03",2010,370,21-SEP-10,,"",,,"",""
"T03",2010,52,21-SEP-10,,"",,,"",""
"T03",2010,294,21-SEP-10,,"",,,"",""
"T03",2010,333,21-SEP-10,,"",,,"",""
"T02",2008,424,22-SEP-10,22-SEP-08,"15",15,293,"1",""
"T02",2010,428,24-SEP-10,24-SEP-10,"2",12,285,"2",""
"T02",2010,424,24-SEP-10,24-SEP-10,"15",15,293,"1",""
"T02",2010,396,24-SEP-10,24-SEP-10,"2",16,114,"2",""
"T02",2010,438,24-SEP-10,24-SEP-10,"3",14,302,"2",""
"T02",2010,384,24-SEP-10,24-SEP-10,"2",13,300,"2",""
"T02",2010,434,30-SEP-10,30-AUG-10,"15",13,170,"2",""
"T10",2011,32,05-MAY-11,05-MAY-11,"",,,"",""
"T10",2011,14,05-MAY-11,05-MAY-01,"",,,"",""
"T10",2011,28,05-MAY-11,05-MAY-11,"",,,"",""
"T04",2011,449,07-MAY-11,,"",,,"",""
"T10",2011,277,10-MAY-11,10-MAY-11,"",,,"",""
"T10",2011,777,10-MAY-11,10-MAY-11,"",,,"",""
"T10",2011,256,10-MAY-11,10-MAY-11,"",,,"",""
"T10",2011,888,10-MAY-11,10-MAY-11,"",,,"",""
"T10",2011,47,10-MAY-11,10-MAY-11,"",,,"",""
"T10",2011,999,11-MAY-11,11-MAY-11,"",,,"",""
"T10",2011,555,11-MAY-11,11-MAY-11,"",,,"",""
"T10",2011,288,11-MAY-11,11-MAY-11,"",,,"",""
"T10",2011,287,11-MAY-11,11-MAY-11,"",,,"",""
"T10",2011,247,12-MAY-11,12-MAY-11,"",,,"",""
"T10",2011,249,12-MAY-11,12-MAY-11,"",,,"",""
"T10",2011,269,12-MAY-11,12-MAY-11,"",,,"",""
"T10",2011,11,18-MAY-11,18-MAY-11,"",,,"",""
"T10",2011,50,18-MAY-11,18-MAY-11,"",,,"",""
"T10",2011,148,18-MAY-11,18-MAY-11,"",,,"",""
"T10",2011,34,18-MAY-11,18-MAY-11,"",,,"",""
"T10",2011,261,19-MAY-11,19-MAY-11,"",,,"",""
"T10",2011,3,31-MAY-11,31-MAY-11,"",,,"",""
"T10",2011,666,31-MAY-11,31-MAY-11,"",,,"",""
"T10",2011,162,31-MAY-11,31-MAY-11,"",,,"",""
"T10",2011,99,31-MAY-11,31-MAY-11,"",,,"",""
"T10",2011,444,31-MAY-11,31-MAY-11,"",,,"",""
"T10",2011,56,31-MAY-11,31-MAY-11,"",,,"",""
"T10",2011,208,01-JUN-11,01-JUN-11,"",,,"",""
"T10",2011,219,01-JUN-11,01-JUN-11,"",,,"",""
"T10",2011,237,01-JUN-11,01-JUN-11,"",,,"",""
"T04",2011,138,07-JUN-11,,"",,,"",""
"T12",2011,41,07-JUN-11,07-JUN-11,"",,,"",""
"T12",2011,245,07-JUN-11,07-JUN-11,"",,,"",""
"T12",2011,269,07-JUN-11,07-JUN-11,"",,,"",""
"T04",2011,800,07-JUN-11,,"",,,"",""
"T04",2011,206,09-JUN-11,,"",,,"",""
"T04",2011,226,09-JUN-11,,"",,,"",""
"T04",2011,507,09-JUN-11,,"",,,"",""
"T09",2011,431,13-JUN-11,13-JUN-11,"12",2,135,"2",""
"T09",2011,428,13-JUN-11,13-JUN-11,"12",0,0,"3",""
"T09",2011,424,13-JUN-11,13-JUN-11,"12",0,0,"3",""
"T09",2011,421,13-JUN-11,13-JUN-11,"12",0,0,"3",""
"T04",2011,13,14-JUN-11,,"",,,"",""
"T04",2011,1,14-JUN-11,,"",,,"",""
"T04",2011,2,14-JUN-11,,"",,,"",""
"T09",2011,425,15-JUN-11,15-JUN-11,"16",0,0,"4",""
"T04",2011,509,15-JUN-11,,"",,,"",""
"T04",2011,71,16-JUN-11,,"",,,"",""
"T09",2011,405,16-JUN-11,16-JUN-11,"12",0,0,"3",""
"T09",2011,427,16-JUN-11,16-JUN-11,"12",2,186,"2",""
"T09",2011,429,16-JUN-11,16-JUN-11,"12",6,180,"2",""
"T09",2011,422,20-JUN-11,20-JUN-11,"12",0,0,"2",""
"T09",2011,417,20-JUN-11,20-JUN-11,"11",4,296,"2",""
"T09",2011,505,20-JUN-11,20-JUN-11,"11",1,242,"2",""
"T04",2011,501,20-JUN-11,,"",,,"",""
"T09",2011,437,21-JUN-11,21-JUN-11,"12",2,225,"2",""
"T09",2011,433,21-JUN-11,21-JUN-11,"12",5,180,"2",""
"T04",2011,19,21-JUN-11,,"",,,"",""
"T04",2011,21,21-JUN-11,,"",,,"",""
"T09",2011,445,22-JUN-11,22-JUN-11,"11",0,0,"3",""
"T09",2011,445,23-JUN-11,23-JUN-11,"11",0,0,"3",""
"T09",2011,450,23-JUN-11,23-JUN-11,"12",8,311,"2",""
"T09",2011,500,23-JUN-11,23-JUN-11,"12",2,180,"2",""
"T09",2011,439,23-JUN-11,23-JUN-11,"12",3,90,"2",""
"T09",2011,436,23-JUN-11,23-JUN-11,"12",5,360,"2",""
"T09",2011,435,23-JUN-11,23-JUN-11,"11",6,0,"2",""
"T09",2011,434,23-JUN-11,23-JUN-11,"12",0,0,"3",""
"T09",2011,426,23-JUN-11,23-JUN-11,"12",4,135,"2",""
"T04",2011,164,23-JUN-11,,"",,,"",""
"T09",2011,502,23-JUN-11,23-JUN-11,"12",4,90,"2",""
"T04",2011,78,24-JUN-11,,"",,,"",""
"T04",2011,505,24-JUN-11,,"",,,"",""
"T05",2011,118,04-JUL-11,04-JUL-11,"2",,,"",""
"T05",2011,26,04-JUL-11,04-JUL-11,"2",,,"",""
"T07",2011,308,04-JUL-11,04-JUL-11,"16",10,282,"2","MG10A"
"T07",2011,6,05-JUL-11,05-JUL-11,"15",6,127,"2","M20A"
"T07",2011,30,05-JUL-11,05-JUL-11,"15",4,255,"2","H12A"
"T05",2011,51,05-JUL-11,05-JUL-11,"2",,,"",""
"T05",2011,256,05-JUL-11,05-JUL-11,"2",,,"2",""
"T05",2011,329,05-JUL-11,05-JUL-11,"11",,,"2",""
"T05",2011,336,05-JUL-11,05-JUL-11,"11",,,"9",""
"T04",2011,444,05-JUL-11,,"",,,"",""
"T04",2011,450,05-JUL-11,,"",,,"",""
"T04",2011,184,05-JUL-11,,"",,,"",""
"T07",2011,47,06-JUL-11,06-JUL-11,"16",18,117,"3","U20A"
"T05",2011,334,06-JUL-11,06-JUL-11,"11",,,"2",""
"T05",2011,332,06-JUL-11,06-JUL-11,"11",,,"2",""
"T07",2011,59,06-JUL-11,06-JUL-11,"16",22,120,"3","U4B"
"T07",2011,151,07-JUL-11,07-JUL-11,"16",11,178,"1","U5A"
"T07",2011,152,07-JUL-11,07-JUL-11,"16",12,180,"2","U5A"
"T05",2011,91,07-JUL-11,07-JUL-11,"2",,,"",""
"T05",2011,210,07-JUL-11,07-JUL-11,"2",,,"2",""
"T04",2011,371,07-JUL-11,,"",,,"",""
"T05",2011,323,07-JUL-11,07-JUL-11,"11",,,"2",""
"T04",2011,399,07-JUL-11,,"",,,"",""
"T04",2011,411,07-JUL-11,,"",,,"",""
"T05",2011,289,07-JUL-11,07-JUL-11,"2",,,"",""
"T07",2011,277,08-JUL-11,08-JUL-11,"16",3,284,"2","MG9A"
"T07",2011,278,08-JUL-11,08-JUL-11,"16",9,324,"2","M23A"
"T05",2011,318,08-JUL-11,08-JUL-11,"11",,,"2",""
"T04",2011,801,08-JUL-11,,"",,,"",""
"T05",2011,344,08-JUL-11,08-JUL-11,"16",,,"2",""
"T04",2011,454,08-JUL-11,,"",,,"",""
"T05",2011,343,08-JUL-11,08-JUL-11,"16",,,"2",""
"T08",2011,420,11-JUL-11,11-JUL-11,"",,,"",""
"T05",2011,9,11-JUL-11,04-JUL-11,"2",,,"",""
"T08",2011,421,11-JUL-11,11-JUL-11,"",,,"",""
"T08",2011,327,12-JUL-11,12-JUL-11,"",,,"",""
"T04",2011,16,12-JUL-11,,"",,,"",""
"T08",2011,370,12-JUL-11,12-JUL-11,"",,,"",""
"T07",2011,305,13-JUL-11,13-JUL-11,"16",13,150,"2","MG10A"
"T09",2011,504,13-JUL-11,13-JUL-11,"12",2,270,"2",""
"T09",2011,446,13-JUL-11,13-JUL-11,"11",1,70,"2",""
"T09",2011,501,13-JUL-11,13-JUL-11,"12",6,135,"2",""
"T09",2011,448,13-JUL-11,13-JUL-11,"11",0,0,"3",""
"T09",2011,449,13-JUL-11,13-JUL-11,"11",1,71,"2",""
"T09",2011,447,13-JUL-11,13-JUL-11,"11",3,82,"2",""
"T04",2011,500,14-JUL-11,,"",,,"",""
"T04",2011,502,14-JUL-11,,"",,,"",""
"T09",2011,503,14-JUL-11,14-JUL-11,"11",0,0,"3",""
"T09",2011,406,14-JUL-11,14-JUL-11,"12",0,0,"2",""
"T09",2011,412,14-JUL-11,14-JUL-11,"12",0,0,"3",""
"T08",2011,173,14-JUL-11,14-JUL-11,"",,,"",""
"T09",2011,419,14-JUL-11,14-JUL-11,"11",5,90,"2",""
"T09",2011,423,14-JUL-11,14-JUL-11,"12",5,180,"2",""
"T09",2011,438,14-JUL-11,14-JUL-11,"11",,,"2",""
"T09",2011,442,14-JUL-11,14-JUL-11,"11",0,0,"3",""
"T08",2011,61,14-JUL-11,14-JUL-11,"",,,"",""
"T09",2011,418,14-JUL-11,14-JUL-11,"11",0,0,"2",""
"T08",2011,401,15-JUL-11,15-JUL-11,"",,,"",""
"T04",2011,61,15-JUL-11,,"",,,"",""
"T08",2011,423,15-JUL-11,15-JUL-11,"",,,"",""
"T08",2011,104,18-JUL-11,18-JUL-11,"",,,"",""
"T08",2011,72,18-JUL-11,18-JUL-11,"",,,"",""
"T07",2011,102,19-JUL-11,19-JUL-11,"16",8,260,"2","M23A"
"T09",2011,413,19-JUL-11,19-JUL-11,"12",5,270,"2",""
"T08",2011,168,19-JUL-11,19-JUL-11,"",,,"",""
"T09",2011,416,19-JUL-11,19-JUL-11,"11",2,315,"2",""
"T09",2011,420,19-JUL-11,19-JUL-11,"12",1,315,"2",""
"T09",2011,414,19-JUL-11,19-JUL-11,"12",3,315,"2",""
"T08",2011,239,20-JUL-11,20-JUL-11,"",,,"",""
"T07",2011,156,20-JUL-11,20-JUL-11,"16",6,100,"2","U4E"
"T09",2011,506,20-JUL-11,20-JUL-11,"12",7,0,"2",""
"T09",2011,507,20-JUL-11,20-JUL-11,"12",0,0,"2",""
"T09",2011,402,20-JUL-11,20-JUL-11,"12",0,0,"2",""
"T09",2011,403,20-JUL-11,20-JUL-11,"12",3,315,"2",""
"T08",2011,218,20-JUL-11,20-JUL-11,"",,,"",""
"T09",2011,409,20-JUL-11,20-JUL-11,"12",2,344,"2",""
"T09",2011,410,20-JUL-11,20-JUL-11,"12",2,225,"2",""
"T09",2011,411,20-JUL-11,20-JUL-11,"12",0,0,"3",""
"T09",2011,415,20-JUL-11,20-JUL-11,"12",0,0,"3",""
"T08",2011,32,20-JUL-11,20-JUL-11,"",,,"",""
"T08",2011,194,20-JUL-11,20-JUL-11,"",,,"",""
"T09",2011,407,20-JUL-11,20-JUL-11,"13",8,315,"1",""
"T08",2011,416,21-JUL-11,21-JUL-11,"",,,"",""
"T04",2011,348,21-JUL-11,,"",,,"",""
"T07",2011,272,21-JUL-11,21-JUL-11,"16",15,244,"3","MG9A"
"T08",2011,422,21-JUL-11,21-JUL-11,"",,,"",""
"T07",2011,2,25-JUL-11,25-JUL-11,"15",7,210,"2","H12A"
"T12",2011,2,25-JUL-11,25-JUL-11,"",,,"",""
"T12",2011,335,25-JUL-11,25-JUL-11,"",,,"",""
"T04",2011,396,25-JUL-11,,"",,,"",""
"T04",2011,310,26-JUL-11,,"",,,"",""
"T12",2011,331,26-JUL-11,26-JUL-11,"",,,"",""
"T12",2011,349,26-JUL-11,26-JUL-11,"",,,"",""
"T11",2011,901,26-JUL-11,26-JUL-11,"16",15,200,"3","CG10a"
"T11",2011,902,26-JUL-11,26-JUL-11,"16",15,200,"3","CG10a"
"T12",2011,134,26-JUL-11,26-JUL-11,"",,,"",""
"T12",2011,149,26-JUL-11,26-JUL-11,"",,,"",""
"T12",2011,280,26-JUL-11,26-JUL-11,"",,,"",""
"T12",2011,321,26-JUL-11,26-JUL-11,"",,,"",""
"T04",2011,404,27-JUL-11,,"",,,"",""
"T12",2011,7,27-JUL-11,27-JUL-11,"",,,"",""
"T04",2011,390,27-JUL-11,,"",,,"",""
"T12",2011,92,27-JUL-11,27-JUL-11,"",,,"",""
"T04",2011,402,27-JUL-11,,"",,,"",""
"T12",2011,74,27-JUL-11,27-JUL-11,"",,,"",""
"T04",2011,419,28-JUL-11,,"",,,"",""
"T04",2011,428,28-JUL-11,,"",,,"",""
"T04",2011,429,28-JUL-11,,"",,,"",""
"T04",2011,247,29-JUL-11,,"",,,"",""
"T04",2011,254,29-JUL-11,,"",,,"",""
"T04",2011,251,29-JUL-11,,"",,,"",""
"T04",2011,611,29-JUL-11,,"",,,"",""
"T11",2011,913,01-AUG-11,01-AUG-11,"16",10,315,"1","U5a"
